closest_station,land_type,merged_geometry,closest_station_name,fire_risk_today,fire_risk_tomorrow,fire_risk_five_days
17,forest,"MULTIPOLYGON (((172.46860796420677 -43.278173532959045, 172.47031704485016 -43.2794044195691, 172.47324448116092 -43.27961012281924, 172.4738961402837 -43.280518832248354, 172.46965444962487 -43.28023654096261, 172.47014617405702 -43.2799996029054, 172.46880594665097 -43.27893987280516, 172.46083105837985 -43.281896845446596, 172.46305286544867 -43.28024626884017, 172.46815759458283 -43.278503016326745, 172.46601626011804 -43.2776811541389, 172.46860796420677 -43.278173532959045)), ((172.47219064260966 -43.27183282647391, 172.47376530383335 -43.2729734067909, 172.4731180534853 -43.273739780657074, 172.47073989966 -43.27259700302435, 172.46981976293154 -43.272918718785704, 172.46951773057435 -43.271008565060185, 172.46851627902376 -43.270727769343985, 172.46808504230196 -43.26949368522642, 172.47219064260966 -43.27183282647391)), ((172.48209062313833 -43.26875715546178, 172.4840012285318 -43.27066887510055, 172.48412369155906 -43.27121095569538, 172.48247008719974 -43.2714510417688, 172.483503653167 -43.271919880788616, 172.4837125100357 -43.27226121247194, 172.4788482910062 -43.270830492357064, 172.47899088528789 -43.26974877423153, 172.47962474656356 -43.26990638268153, 172.4784349454801 -43.26790504432432, 172.4804890269058 -43.267867975344274, 172.48209062313833 -43.26875715546178)), ((172.4528692973697 -43.266105284309276, 172.454901335528 -43.267200336952676, 172.45134692972474 -43.26647324585701, 172.4502612496343 -43.26535083432033, 172.4528692973697 -43.266105284309276)), ((172.4592833887131 -43.26187536810739, 172.46132047097842 -43.26379868798183, 172.46494155882104 -43.26446510987136, 172.46529561912305 -43.26630877042273, 172.4636807054188 -43.267230745303856, 172.4652213033394 -43.268433636018365, 172.4608103540629 -43.2669197029743, 172.45902726505474 -43.26335164112896, 172.4561724814611 -43.261515593586246, 172.4598351135996 -43.2615245748796, 172.4592833887131 -43.26187536810739)), ((172.48527856360218 -43.2631819348618, 172.48616880424495 -43.26366192760107, 172.4843693884011 -43.26510969708577, 172.4832879953571 -43.26451879844691, 172.48527856360218 -43.2631819348618)), ((172.47477281370578 -43.26228607039098, 172.47398456350928 -43.265073205677965, 172.47136126687496 -43.26263523102648, 172.47145687524812 -43.261552296649775, 172.47426630161644 -43.261558820849835, 172.47477281370578 -43.26228607039098)), ((172.451433278158 -43.26170880293726, 172.4508588584504 -43.262009480159655, 172.44989652691453 -43.26161765635654, 172.4524946128084 -43.26150645692352, 172.451433278158 -43.26170880293726)), ((172.46533339339769 -43.26183205521802, 172.464722706122 -43.2616607185576, 172.46466180197362 -43.261536231498546, 172.46574878884152 -43.26153882851182, 172.46533339339769 -43.26183205521802)), ((172.49542831190016 -43.28964241784367, 172.4952863515887 -43.291542168576854, 172.4925198324989 -43.29052895855458, 172.49452984791685 -43.28912600396435, 172.49542831190016 -43.28964241784367)), ((172.475876530902 -43.274405864584956, 172.47921690038106 -43.275933857328184, 172.48122057379538 -43.27599606420682, 172.4806699980133 -43.276601021891864, 172.4823325556293 -43.277401584062545, 172.48802944480016 -43.27818429078304, 172.49081603448312 -43.280576434047006, 172.49231380985697 -43.27998345452567, 172.49560116986677 -43.28066122440691, 172.50007487873472 -43.28312392043191, 172.50029770008186 -43.28419876359024, 172.49900131368096 -43.28482501731382, 172.4984073861275 -43.282972076500144, 172.49407591300408 -43.28157989556947, 172.49121178369086 -43.28179504574618, 172.4884507646951 -43.28050476096846, 172.48440049083302 -43.28055575673397, 172.4795193693102 -43.27902321043247, 172.4747600468035 -43.27646375415223, 172.47362070345264 -43.274394301353745, 172.4750711402539 -43.27601658499674, 172.47625956719565 -43.27585542797176, 172.4737807941274 -43.27323444769988, 172.475876530902 -43.274405864584956)), ((172.51572586800643 -43.27959595182094, 172.51594449549467 -43.28015361988278, 172.51117065772394 -43.28037688122255, 172.50942486622773 -43.27809148917879, 172.51121635460794 -43.27680070750256, 172.5127393380928 -43.277188280298446, 172.51286462433023 -43.276553514540154, 172.51416603462965 -43.277097594865005, 172.51572586800643 -43.27959595182094)), ((172.51727724136 -43.276776651527236, 172.51858385682254 -43.276677644869636, 172.51975115668486 -43.276948001045064, 172.51725000549797 -43.277378506216095, 172.51563410446096 -43.27666053072046, 172.51727724136 -43.276776651527236)), ((172.49991892218054 -43.27412022039827, 172.5025941961703 -43.27488625902363, 172.50380863030063 -43.276570242153305, 172.50728270043683 -43.2770297972338, 172.50343436556287 -43.276851069064655, 172.49839570661882 -43.27573591345168, 172.4919264984204 -43.2721794989958, 172.49991892218054 -43.27412022039827)), ((172.4878777635373 -43.273046229184665, 172.4854161117611 -43.27248024397747, 172.48478047955768 -43.27001729815727, 172.48679111503725 -43.27011916994282, 172.48817709836973 -43.271577714834265, 172.4868123655412 -43.27176314878743, 172.49053355037395 -43.273343242783376, 172.4888918886471 -43.27355939728076, 172.48704797639067 -43.27240281993549, 172.4878777635373 -43.273046229184665)), ((172.5078860877692 -43.26405440763708, 172.5088914509034 -43.26353770199316, 172.51045029966323 -43.26426439417577, 172.50849984634925 -43.264589060182836, 172.5078860877692 -43.26405440763708)))",Cust (HV),1,1,1
17,grass,"MULTIPOLYGON (((172.48182331417195 -43.29502792079716, 172.48598356461542 -43.29525128267741, 172.4867507295746 -43.296255687175695, 172.4867196434328 -43.29985409466242, 172.48376366517562 -43.29996510560172, 172.47721881355346 -43.297068887232754, 172.47337015493667 -43.293866393394964, 172.47010930363209 -43.29544782344865, 172.47099316377546 -43.29988536119122, 172.47026538292394 -43.30001141597294, 172.47044361745472 -43.301704585886526, 172.46597900254545 -43.301591476800915, 172.46542670103474 -43.29114846034073, 172.47601202151327 -43.29073755767569, 172.4802230858186 -43.286217320758645, 172.48473168597658 -43.28674645855609, 172.48159777517319 -43.29061837640465, 172.48182331417195 -43.29502792079716)), ((172.46399856426436 -43.27173453644807, 172.46211738763597 -43.272235340652955, 172.4599544192514 -43.269795018285, 172.45748262506575 -43.268702290516316, 172.46140027403413 -43.268515294497234, 172.46399856426436 -43.27173453644807)), ((172.47026365750156 -43.26328049894645, 172.4711308053496 -43.265182284438026, 172.47176584859582 -43.26519138961294, 172.47164790389627 -43.263356419556324, 172.47233077065155 -43.264066022405515, 172.47189161280716 -43.264807302539424, 172.474136697477 -43.26638027055758, 172.4729784433204 -43.266942120175244, 172.47373476694074 -43.268063165062, 172.47691812051917 -43.26859017189351, 172.47658251425943 -43.26933770861732, 172.4738864618095 -43.26869403118785, 172.47443490475817 -43.27048619056013, 172.4758449577794 -43.27002643797841, 172.48136788513784 -43.27203212384744, 172.4827882817816 -43.27183781284017, 172.4836972335557 -43.27227688632943, 172.47973437803932 -43.272511154461796, 172.48327947863947 -43.27337086160076, 172.47455293681642 -43.27265626978332, 172.47214420514015 -43.270746053104055, 172.47161885268972 -43.268967609951176, 172.4665310078324 -43.262823743370916, 172.46758384896648 -43.26154318937272, 172.46920524951642 -43.261547017993486, 172.46950813295544 -43.26320009973636, 172.47026365750156 -43.26328049894645), (172.4740601106918 -43.271013665185784, 172.47498792883385 -43.271832823735515, 172.47612869264432 -43.27192782648111, 172.47504364564227 -43.27046827696148, 172.4740601106918 -43.271013665185784)), ((172.4614122917523 -43.26792766671439, 172.46168235104014 -43.267331078261144, 172.46303776831746 -43.26790039392469, 172.4622430614552 -43.268411977445936, 172.4614122917523 -43.26792766671439)), ((172.4740883560731 -43.26722325322753, 172.47465441323746 -43.26637780759013, 172.47605347187647 -43.267483862647, 172.47450431216595 -43.26770111344134, 172.4740883560731 -43.26722325322753)), ((172.4626636877509 -43.26253553982091, 172.46376879387066 -43.26341394978438, 172.4656681196897 -43.262621667669364, 172.46588535931244 -43.26453462240464, 172.46529066855985 -43.265228557110476, 172.46494155882104 -43.26446510987136, 172.4620782315358 -43.26378945376683, 172.4617096573255 -43.26234516327064, 172.4626636877509 -43.26253553982091)), ((172.46562641257222 -43.26163284308674, 172.46665179094796 -43.26154097809673, 172.4662839314983 -43.26248592674115, 172.46382393709 -43.26153422263442, 172.46562641257222 -43.26163284308674)), ((172.4619451204668 -43.26192486145734, 172.46086315070923 -43.26166569725371, 172.4606044818994 -43.261526446575154, 172.46325105612598 -43.26184337781879, 172.4619451204668 -43.26192486145734)), ((172.4598351135996 -43.2615245748796, 172.45993309660747 -43.2615248135372, 172.4598404871389 -43.26155722199141, 172.4598351135996 -43.2615245748796)), ((172.50168379966294 -43.28561779914487, 172.50303766152615 -43.28674066426971, 172.4998418129914 -43.285875296057995, 172.5004642969876 -43.285230128517114, 172.50168379966294 -43.28561779914487)), ((172.48065154795174 -43.28293228681554, 172.47676424628972 -43.28347789391318, 172.4762335174654 -43.28300959384418, 172.47864651984864 -43.28227627469861, 172.48065154795174 -43.28293228681554)), ((172.50365416930532 -43.28070093568177, 172.50505660089354 -43.28129828235293, 172.5030893178902 -43.28214245687103, 172.49977498903655 -43.280642711574714, 172.50365416930532 -43.28070093568177)), ((172.49402308142356 -43.27868518777079, 172.49080885661425 -43.27893814713983, 172.48982119131378 -43.27831381726338, 172.49240763680473 -43.27763964200722, 172.49402308142356 -43.27868518777079)), ((172.49031236761476 -43.27660649496426, 172.48904598729064 -43.27716589752457, 172.48783394817596 -43.277274405462926, 172.48920102264768 -43.27617100457926, 172.4910565676367 -43.27649728036583, 172.49031236761476 -43.27660649496426)), ((172.51117602139027 -43.27660780628413, 172.50843489524894 -43.27703072215989, 172.50807850713014 -43.27676318962612, 172.51101060036015 -43.27576313723232, 172.5131888582285 -43.276380065406386, 172.51117602139027 -43.27660780628413)), ((172.4933984953294 -43.27334264363243, 172.4918413618682 -43.27370214989028, 172.4908127249282 -43.273176091926565, 172.4920820009279 -43.27237229273449, 172.49392080187158 -43.273460656204016, 172.4933984953294 -43.27334264363243)), ((172.52706410725142 -43.26734978255778, 172.53101769518915 -43.266950239679915, 172.5305876413183 -43.277304509137075, 172.5219587121642 -43.2768600717959, 172.51906391292093 -43.276092011897866, 172.5189076237925 -43.27400733963756, 172.51456212524826 -43.273913296915396, 172.51472350901062 -43.26665515300223, 172.52706410725142 -43.26734978255778)), ((172.48458483566858 -43.26304089144488, 172.4832879953571 -43.26451879844691, 172.4843693884011 -43.26510969708577, 172.48563661574738 -43.263648140435635, 172.49173138265093 -43.26631476889289, 172.49135325349525 -43.26703800004939, 172.49234162276093 -43.26948312216915, 172.4922993868341 -43.26644383721251, 172.50732628998566 -43.266547794532045, 172.50715178097226 -43.27531813221595, 172.50203497935044 -43.27477219368925, 172.4928485858368 -43.27193401198877, 172.48970108458656 -43.2719455142154, 172.4862850661685 -43.26954814363264, 172.4850095867898 -43.2700019233932, 172.48389647090934 -43.26853198274826, 172.47763875518172 -43.267140840265206, 172.47626022704105 -43.265921427362954, 172.47950857957298 -43.26705367479145, 172.47832558916147 -43.263445460340854, 172.4799213407776 -43.26157174405574, 172.48458483566858 -43.26304089144488)), ((172.5076095937181 -43.26750750962267, 172.50775217391353 -43.266634271704234, 172.50865277407246 -43.266649907331455, 172.50867618705857 -43.26831431257363, 172.50767576698263 -43.268342852061835, 172.5076095937181 -43.26750750962267)))",West Melton (HV),2,2,2
17,scrub,"MULTIPOLYGON (((172.48598761205923 -43.28567314457925, 172.4842322541984 -43.28523905274826, 172.48224870920484 -43.28370258150983, 172.48726607893704 -43.28594886068882, 172.48598761205923 -43.28567314457925)), ((172.48454641383415 -43.28250821963172, 172.48338023679196 -43.282134989214136, 172.48336074178067 -43.28169368455911, 172.48405985668924 -43.28138281282437, 172.48581494481758 -43.28283594860541, 172.48454641383415 -43.28250821963172)), ((172.46884723829535 -43.28032911259001, 172.46799713176682 -43.2795537060799, 172.468884057379 -43.27893290484632, 172.47014617405702 -43.2799996029054, 172.46884723829535 -43.28032911259001)), ((172.46683154501795 -43.277418506617835, 172.46575701449086 -43.27803520139505, 172.46341336081315 -43.27804891845844, 172.46554347909674 -43.27759894720187, 172.46558031268785 -43.27659432430396, 172.46683154501795 -43.277418506617835)), ((172.46425733429282 -43.27573253824147, 172.46296805185457 -43.27538911691629, 172.46192592341296 -43.275479984683564, 172.4630480276894 -43.27493971732678, 172.46480953750137 -43.27536324904598, 172.46425733429282 -43.27573253824147)), ((172.46482777691045 -43.274615086394164, 172.46426484161472 -43.27489068539928, 172.46194715445776 -43.27444761438939, 172.46301697747327 -43.27366365652686, 172.46482777691045 -43.274615086394164)), ((172.47612869264432 -43.27192782648111, 172.47498792883385 -43.271832823735515, 172.47407275618284 -43.27098336238585, 172.47504364564227 -43.27046827696148, 172.47612869264432 -43.27192782648111)), ((172.47497251751804 -43.26319701079532, 172.47576660266392 -43.26591075767322, 172.47763875518172 -43.267140840265206, 172.4841247652666 -43.26867452681985, 172.48587945674106 -43.2727763000243, 172.487888886483 -43.27303286927673, 172.48704797639067 -43.27240281993549, 172.4888918886471 -43.27355939728076, 172.49053355037395 -43.273343242783376, 172.4868123655412 -43.27176314878743, 172.48815825486378 -43.27145673062885, 172.48560468383673 -43.269913876564885, 172.4857862801893 -43.269391752052925, 172.48957111474465 -43.27190439544903, 172.4919264984204 -43.2721794989958, 172.4908127249282 -43.273176091926565, 172.49143742192874 -43.27355703241842, 172.49273817186642 -43.27309918092598, 172.495255106947 -43.274506185547544, 172.49730783949505 -43.27457911733538, 172.49839570661882 -43.27573591345168, 172.50251332917492 -43.27649148313214, 172.50362377417056 -43.278326534570446, 172.5027079384784 -43.2787502811043, 172.49712345023323 -43.27606659370422, 172.49047917618225 -43.27555353313044, 172.48863095255024 -43.275020464045184, 172.48942395700968 -43.2748490067474, 172.48899520263296 -43.27443393523237, 172.48795785701478 -43.2753010791526, 172.48619641199363 -43.27407151207815, 172.48021531889773 -43.27297290062588, 172.47973480460615 -43.272397860057126, 172.4836972335557 -43.27227688632943, 172.48247008719974 -43.2714510417688, 172.48412369155906 -43.27121095569538, 172.48297462076744 -43.269380044435735, 172.4804890269058 -43.267867975344274, 172.4784349454801 -43.26790504432432, 172.47962474656356 -43.26990638268153, 172.47899088528789 -43.26974877423153, 172.47875311458355 -43.27090981549041, 172.4758449577794 -43.27002643797841, 172.47443490475817 -43.27048619056013, 172.4738864618095 -43.26869403118785, 172.47658251425943 -43.26933770861732, 172.47691812051917 -43.26859017189351, 172.47373476694074 -43.268063165062, 172.4729784433204 -43.266942120175244, 172.474136697477 -43.26638027055758, 172.4718528911618 -43.264656592154836, 172.47247386622013 -43.264072667790586, 172.47398456350928 -43.265073205677965, 172.47497251751804 -43.26319701079532), (172.47465962070692 -43.2667173678904, 172.47426456959792 -43.267646170363015, 172.4759729901937 -43.26769547141704, 172.4755008320222 -43.26662622458895, 172.47465962070692 -43.2667173678904)), ((172.45637840763538 -43.26870036187459, 172.4552457773836 -43.26878918191087, 172.45525973002654 -43.26761580308353, 172.45617664516354 -43.26750620675526, 172.45755054964113 -43.26897266182315, 172.45637840763538 -43.26870036187459)), ((172.49193584180767 -43.268391122975046, 172.4913993662692 -43.26696715662203, 172.49229917475563 -43.26644415053345, 172.49266151940728 -43.26938005334391, 172.49193584180767 -43.268391122975046)), ((172.45123089513564 -43.264675024369616, 172.4529636596081 -43.2661152499173, 172.44862594497636 -43.26470147713416, 172.44946623880736 -43.264479536560096, 172.45123089513564 -43.264675024369616)), ((172.47157495786277 -43.26313329133532, 172.4717882991229 -43.26509915692261, 172.47123892019513 -43.26524208345134, 172.46896611290381 -43.261922067785115, 172.47145687524812 -43.261552296649775, 172.47157495786277 -43.26313329133532)), ((172.4619451204668 -43.26192486145734, 172.46500571265346 -43.26245258522541, 172.46474601316095 -43.26329307106997, 172.46376879387066 -43.26341394978438, 172.4617096573255 -43.26234516327064, 172.4620782315358 -43.26378945376683, 172.46406349042618 -43.264547676285076, 172.46132047097842 -43.26379868798183, 172.4592833887131 -43.26187536810739, 172.4619451204668 -43.26192486145734)), ((172.46898082154547 -43.26156485754904, 172.46885059990345 -43.26156307965984, 172.4688052792366 -43.26154607567719, 172.46905027964465 -43.26154665305573, 172.46898082154547 -43.26156485754904)), ((172.49530445387515 -43.29385935078526, 172.4929223570777 -43.292857860407864, 172.4938939601566 -43.29203905238444, 172.49333416814164 -43.291297980162916, 172.49611812983213 -43.29403044263636, 172.49530445387515 -43.29385935078526)), ((172.4963280471327 -43.28811106519365, 172.49759323148368 -43.28916089599731, 172.49763464640918 -43.289345420319236, 172.4951228218072 -43.28824478761103, 172.4963280471327 -43.28811106519365)), ((172.50384151382067 -43.28402958723484, 172.50178744031135 -43.283934574906844, 172.50379992000842 -43.285656140005834, 172.50011353717645 -43.28442483212497, 172.50030722180304 -43.283345499366604, 172.50384151382067 -43.28402958723484)), ((172.49815427332933 -43.28288635076458, 172.49894656618704 -43.28489413109046, 172.49721109681101 -43.284612147852805, 172.4965304159502 -43.28294632995252, 172.49163349842112 -43.28182190227411, 172.49407591300408 -43.28157989556947, 172.49815427332933 -43.28288635076458)), ((172.50510342966865 -43.28234763269759, 172.50559237206014 -43.2825197534736, 172.50278044416217 -43.282492132003746, 172.50355006405155 -43.28188119919507, 172.50510342966865 -43.28234763269759)), ((172.49953129490697 -43.2804295137308, 172.50014348536504 -43.2807793504221, 172.49705311145775 -43.27963288701618, 172.49806359347426 -43.279055758934184, 172.49953129490697 -43.2804295137308)), ((172.50939238188218 -43.27973935285188, 172.5097189861891 -43.280211411591644, 172.50875071808414 -43.280252207539284, 172.50554654832166 -43.2791440442852, 172.50939238188218 -43.27973935285188)), ((172.52007262859743 -43.276876162408584, 172.51551553098383 -43.27666002586793, 172.51386819713636 -43.2754806126849, 172.51894411694013 -43.27618065674679, 172.52007262859743 -43.276876162408584)), ((172.50688447412563 -43.27577914036716, 172.50467458649092 -43.27570521287073, 172.50380863030063 -43.276570242153305, 172.5025941961703 -43.27488625902363, 172.50688447412563 -43.27577914036716)), ((172.50962379023258 -43.2738884845395, 172.51000224482735 -43.272855815558, 172.51014999162993 -43.273785678414306, 172.51473264973535 -43.27403271958965, 172.50962379023258 -43.2738884845395)), ((172.49424933067493 -43.262888793658725, 172.49490462673924 -43.26357949231969, 172.49487308318956 -43.266261521394426, 172.4932839683859 -43.261601170271476, 172.49424933067493 -43.262888793658725)), ((172.52285932559113 -43.262750174795485, 172.5234554023779 -43.26340620035316, 172.52459639541635 -43.264088331208, 172.5224881178558 -43.26297537747728, 172.52255894002033 -43.262542680607616, 172.5237573598031 -43.262517376477234, 172.52285932559113 -43.262750174795485)), ((172.51959132709402 -43.26248446553155, 172.51882783550082 -43.261653077111774, 172.5207739104884 -43.262912657354356, 172.52063711847342 -43.26297917788909, 172.51959132709402 -43.26248446553155)))",West Melton (HV),3,3,3
17,water,"MULTIPOLYGON (((172.4907865196974 -43.27628218249795, 172.48961900624406 -43.2760951297328, 172.48827084237934 -43.275701120274334, 172.4887292023219 -43.27539982451344, 172.4907865196974 -43.27628218249795)), ((172.46714721147993 -43.26208039363745, 172.4665310078324 -43.262823743370916, 172.46702477562695 -43.26410697902066, 172.46936761887662 -43.26579400156163, 172.47214420514015 -43.270746053104055, 172.47484416857162 -43.27286916572318, 172.4830533094307 -43.27339748934874, 172.48459378082245 -43.27362140112162, 172.48672499754122 -43.27435384103912, 172.4839827668524 -43.273618637399295, 172.48019180043065 -43.27408929922309, 172.47565907335593 -43.27342403277394, 172.4713738357718 -43.27065606815038, 172.46832250779235 -43.26966701106463, 172.46530169704621 -43.266336703329145, 172.46606896036224 -43.26298180919594, 172.4627978354553 -43.26153175409388, 172.46613040941227 -43.26257612490748, 172.46665179094796 -43.26154097809673, 172.46758384896648 -43.26154318937272, 172.46714721147993 -43.26208039363745)), ((172.5411994543238 -43.26243188652607, 172.54112555394127 -43.262232254885085, 172.54158419627095 -43.26225494136766, 172.54141900280075 -43.26244235503971, 172.5411994543238 -43.26243188652607)))",Christchurch Aws (MS),0,0,0
18,forest,"MULTIPOLYGON (((172.71113412225313 -43.328789406809, 172.7096261089505 -43.33848433411152, 172.70865363715814 -43.338466906340095, 172.70803622305246 -43.33773242195333, 172.70882829468846 -43.337349080565744, 172.708473730159 -43.335838181569564, 172.70793566394198 -43.337066240879814, 172.7076975329982 -43.3372031680662, 172.70759573808553 -43.33702995295746, 172.70860832752777 -43.334174676502215, 172.70519289310585 -43.33362724102844, 172.70658631584635 -43.32967058907537, 172.7069455049957 -43.31993684717462, 172.70857570638435 -43.311419453205545, 172.71310612750065 -43.29715476992473, 172.71434260629485 -43.29639682867026, 172.71335524409935 -43.295932308388885, 172.71461803852822 -43.294671060983916, 172.7139648250996 -43.29127069737455, 172.71662280970045 -43.29178432198415, 172.71864527455318 -43.28886241687338, 172.71836702248325 -43.288088300294966, 172.7210484822628 -43.28820010979988, 172.72028064226734 -43.29023453929924, 172.7207567767811 -43.29071575631779, 172.71889300035846 -43.294221653906504, 172.71924944458894 -43.29501943806915, 172.71484793738236 -43.311056227855055, 172.71261822246387 -43.312132288017075, 172.7118643926661 -43.313536935443715, 172.71071722700512 -43.31303521268744, 172.71172367777996 -43.315188747026305, 172.70919803141717 -43.317148651428745, 172.70984890222857 -43.317499645231926, 172.70843034498984 -43.32228424673142, 172.71036691050566 -43.32339310064138, 172.71024492160106 -43.324579090887426, 172.71113583888356 -43.32410572651573, 172.71050663618936 -43.32274007713021, 172.7114795160657 -43.323123720556666, 172.71113412225313 -43.328789406809), (172.71887985925076 -43.29418976867103, 172.71764405125518 -43.29373798950073, 172.71774675448862 -43.29522750335498, 172.71666603405654 -43.29610638709068, 172.71807025309326 -43.29592087866134, 172.7181726445401 -43.29432771165067, 172.71887985925076 -43.29418976867103)), ((172.7010380769165 -43.31193476674872, 172.70070968480118 -43.31218259492167, 172.70154827457134 -43.31189716958077, 172.70126524361174 -43.31194721211603, 172.7010380769165 -43.31193476674872)), ((172.69684403150703 -43.29693835376248, 172.69848873084064 -43.299304212639704, 172.69669965895508 -43.30096753969971, 172.69308155789545 -43.30188285722304, 172.6927240868798 -43.30377826805619, 172.6907185834798 -43.305630611244055, 172.69031616720883 -43.30505854253799, 172.69223856500864 -43.30250852922031, 172.6898124875714 -43.303179266175924, 172.68878975932543 -43.30453968591476, 172.68900695387566 -43.303357391557704, 172.69286276889915 -43.30108977904089, 172.6964198459017 -43.30069988912905, 172.69690644995927 -43.29994818088343, 172.69546064523874 -43.29999933632479, 172.69598686832225 -43.296296781800976, 172.69684403150703 -43.29693835376248)), ((172.70431946793153 -43.29763044841869, 172.70383885225453 -43.29855001759478, 172.70260240753413 -43.2977613930542, 172.70359227424703 -43.29751322804921, 172.70431946793153 -43.29763044841869)), ((172.71125155863928 -43.28052431880169, 172.71193117756613 -43.28113955716685, 172.7114446713952 -43.28146913257536, 172.7019599808411 -43.280003007574244, 172.6941606661165 -43.279865388149844, 172.69372076625922 -43.28046412998883, 172.68848331376813 -43.27957565409487, 172.6921689466115 -43.27877545994443, 172.70423468907342 -43.27946423086338, 172.7104350238566 -43.27880820046809, 172.71138570930387 -43.279264039976084, 172.71125155863928 -43.28052431880169)), ((172.7146481405405 -43.27621194045803, 172.71350404210298 -43.276177126824294, 172.71453982463925 -43.27661243913208, 172.71333440746128 -43.277295168977396, 172.70195228251566 -43.27801034210975, 172.69317749245576 -43.27623906251376, 172.6892484175785 -43.27670141804618, 172.69091071585927 -43.275795526851056, 172.69722908815115 -43.276608624905606, 172.71195769100277 -43.27557159970248, 172.7146481405405 -43.27621194045803)), ((172.67312781565892 -43.2730930508079, 172.68050898156332 -43.27553254410508, 172.66760351614255 -43.27403342804412, 172.66616774619126 -43.27473154012789, 172.66344536171331 -43.27452249532051, 172.66208652962143 -43.27347772760135, 172.67312781565892 -43.2730930508079)), ((172.70410528267624 -43.27361978257853, 172.7055775525276 -43.27155236366167, 172.7075417367341 -43.27164473211615, 172.70764477427585 -43.27375466673516, 172.70410528267624 -43.27361978257853)), ((172.67664720865653 -43.26620185553621, 172.67625650714552 -43.26554906149157, 172.67599514899263 -43.26842317444846, 172.6759438834771 -43.26520145177282, 172.6765548800473 -43.264783341293196, 172.6771067494968 -43.265529639124864, 172.67664720865653 -43.26620185553621)), ((172.65775902784387 -43.26240390927528, 172.65757608879247 -43.26215915075813, 172.65752900527372 -43.26183535179616, 172.6578908312082 -43.26183560735956, 172.65775902784387 -43.26240390927528)), ((172.7220668178176 -43.28319895464142, 172.72256620540765 -43.285671107151146, 172.72165122751557 -43.28761251236687, 172.71880495759174 -43.287671463854416, 172.72078093900893 -43.28553631404916, 172.71999863209328 -43.28665005226979, 172.7213090471416 -43.286825039192536, 172.7215125732166 -43.285593978571995, 172.72066168346078 -43.28481248707455, 172.72115012996085 -43.28362911819034, 172.7196846889505 -43.28293623329964, 172.7215945429413 -43.28261298919761, 172.7220668178176 -43.28319895464142)), ((172.72635534515223 -43.26206693677868, 172.7264221560904 -43.26186337550512, 172.72681776275687 -43.26186341661466, 172.72648102683317 -43.26210555313056, 172.72635534515223 -43.26206693677868)))",Panama Road (HV),1,1,1
